FOG	HOG	Parent	rgm	sai	spo	ncr	tre	ang	lst	yli	arx	nfu	aru	pta	ppa	kcp	car	opm	dbx	pme	pku	bin	mbi	mgu	dha	pic	spa	wan	cut	hva	kla	lth	zro	sce	vpo
FOG15036	HOG10823		rgm|A0A194S906	sai|UPI000618E2E5	spo|Q92372	ncr|Q1K7R9	tre|G0R7W1	ang|A2QFL6	lst|A0A1E3PWS3	yli|Q6C5S2	arx|A0A060TDG7	nfu|A0A1E3PKU4;nfu|A0A1E3PN68	aru|A0A1D2VHC6	pta|A0A1E4TNN3	ppa|C4QW52	kcp|W6ML47	car|A0A1E4STU9	opm|W1QGN5	dbx|Dekbr2_36990	pme|A0A1E3NQ81	pku|A0A099NXF2	bin|A0A1E3QQ02	mbi|A0A1A0H6M2	mgu|A5DFM3	dha|Q6BYV0	pic|A3LMX2	spa|G3AKI5	wan|A0A1E3NU61	cut|A0A1E4RVN7	hva|A0A1B7T8W3	kla|Q6CXF1	lth|C5DHY3	zro|C5E078	sce|P22336	vpo|A7TKW2
FOG15037	HOG10824																															lth|lth_AYbRAH_00698		sce|Q07967	
FOG15038	HOG10825							ang|A2QIV4																											
FOG15039	HOG10826							ang|A2QLT7																											
FOG15040	HOG10827		rgm|A0A194SBJ4	sai|UPI0008680B23	spo|O36021	ncr|Q7S205	tre|G0RDE0	ang|A2QQK8	lst|A0A1E3PUE5	yli|Q6C905	arx|A0A060T4W5	nfu|A0A1E3PIP5	aru|A0A1D2VLI5	pta|A0A1E4TVP8	ppa|C4R3I8	kcp|W6MXS5	car|A0A1E4SZI2	opm|W1QG46	dbx|Dekbr2_28183	pme|A0A1E3NLM5	pku|A0A099P0M7	bin|A0A1E3QKT2	mbi|A0A1A0HHR2	mgu|A5DM80	dha|B5RUS6	pic|A3GHJ3	spa|G3AQR9	wan|A0A1E3P4M2	cut|A0A1E4RZ67	hva|A0A1B7TA38	kla|Q6CNH6	lth|C5DIQ3	zro|C5E0I0	sce|Q12176	vpo|A7TM12
FOG15041	HOG10828			sai|UPI000867994C	spo|Q9US12	ncr|Q7S4E4	tre|G0RHW8	ang|A5AA83	lst|A0A1E3QDR7	yli|Q6BZW1	arx|A0A060T0D2	nfu|A0A1E3PKH4	aru|A0A1D2VPB5	pta|A0A1E4TYZ8	ppa|C4QY82		car|A0A1E4T6G4	opm|W1QAM1	dbx|Dekbr2_23867	pme|A0A1E3NME4	pku|A0A099NT73;pku|A0A099NVM3	bin|A0A1E3QMA5	mbi|A0A1A0HJY3	mgu|A5DN10	dha|Q6BJL3	pic|A3LUD3	spa|G3AQF9	wan|A0A1E3NXA5	cut|A0A1E4S381	hva|A0A1B7TDU9	kla|Q6CLD9	lth|C5DML3	zro|C5DUY7	sce|P40483	vpo|A7THF7;vpo|A7TLY1
FOG15042	HOG10829			sai|UPI0008674E5A	spo|O60150;spo|Q10347	ncr|Q7S1Q1	tre|G0RJP4	ang|A2R460	lst|A0A1E3PZZ9;lst|A0A1E3QEG1		arx|A0A060T961	nfu|A0A1E3PGR9	aru|A0A1D2VNE8	pta|A0A1E4TSG7	ppa|C4R043	kcp|W6MM32	car|A0A1E4SVN4	opm|W1QCH4	dbx|Dekbr2_32995	pme|A0A1E3NNR5	pku|A0A099P1S3	bin|A0A1E3QPP6	mbi|A0A1A0HFJ0	mgu|A5DDE5	dha|B5RU88	pic|A3LQA7	spa|G3ATI1	wan|A0A1E3P3N8	cut|A0A1E4S4Q3	hva|A0A1B7TAH6	kla|Q6CY08	lth|C5DG42	zro|C5DVA9	sce|Q12502	vpo|A7TPK6;vpo|A7TSP7
FOG15043	HOG10830						tre|G0RVT1	ang|A2QSZ8			arx|A0A060T9H5																								
FOG15044	HOG10831									yli|Q6C4R4																									
FOG15045	HOG10832																																	sce|Q8TGR1	
FOG15046	HOG10833					ncr|Q7SA77																													
FOG15047	HOG10834							ang|A2R9V6																											
FOG15048	HOG10835																															lth|lth_AYbRAH_00617		sce|Q03783	
FOG15049	HOG10836																															lth|lth_AYbRAH_00608		sce|P43576	
FOG15050	HOG10837							ang|A2QB45																											
FOG15051	HOG10838														ppa|C4QVN6																				
FOG15052	HOG10839			sai|UPI000618E721	spo|O13825	ncr|V5IR56	tre|G0RC23	ang|A2Q9N0	lst|A0A1E3Q466			nfu|A0A1E3PRD6	aru|A0A1D2VS00		ppa|C4QV44	kcp|W6MRA7	car|A0A1E4SWB6	opm|W1QGZ7	dbx|Dekbr2_24926	pme|A0A1E3NIP1		bin|A0A1E3QVC6	mbi|A0A1A0HGY5	mgu|A5DI92	dha|Q6BJ99	pic|A3LNC7	spa|G3AMJ2		cut|A0A1E4S2A6		kla|B5FV60	lth|C5DBR8	zro|C5DTH9	sce|Q3E834	vpo|A7TRP3
FOG15053	HOG10840							ang|A2QNT7																											
FOG15054	HOG10841					ncr|Q7S1B9																													
FOG15055	HOG10842						tre|G0RBS8																												
FOG15056	HOG10843						tre|G0R8W7;tre|G0RE91	ang|A2QWQ6																											
FOG15057	HOG10844							ang|A2R138																											
FOG15058	HOG10845				spo|O13619																														
FOG15059	HOG10846					ncr|Q7SCA5																													
FOG15060	HOG10847			sai|UPI0008675FF3	spo|Q9HDU7	ncr|Q7S9Z0	tre|G0RRE8	ang|A2QQC1	lst|A0A1E3Q243	yli|Q6C8R6	arx|A0A060T244													mgu|A5DH88	dha|Q6BQJ4	pic|A3LS17									
FOG15061	HOG10848						tre|G0R6V9																												
FOG15062	HOG10849					ncr|Q7SHY6																													
FOG15063	HOG10850					ncr|Q7S961																													
FOG15064	HOG10851							ang|A2QGG7;ang|A2QJQ0																											
FOG15065	HOG10852														ppa|C4R465																				
FOG15066	HOG10853					ncr|Q7SA15																													
FOG15067	HOG10854					ncr|Q7S145	tre|G0RGV2	ang|A2QAI6																											
FOG15068	HOG10855							ang|A2QZP0																											
FOG15069	HOG10856						tre|tre_AYbRAH_00430	ang|A2R6K2	lst|A0A1E3Q2P9																										
FOG15070	HOG10857																																zro|C5DQW9		
FOG15071	HOG10858					ncr|Q7RZ55	tre|G0R8R8																												
FOG15072	HOG10859					ncr|Q7RZQ0																													
FOG15073	HOG10860														ppa|C4R8G6	kcp|W6MXE1	car|A0A1E4T016	opm|W1QKP0	dbx|Dekbr2_5250	pme|A0A1E3NGT7	pku|A0A099NV87;pku|A0A099NWL8														
FOG15074	HOG10861					ncr|Q7S0J6																													
FOG15075	HOG10862																														kla|Q6CVY1	lth|C5DIU2	zro|C5DUE3	sce|Q99177	vpo|A7TRV9
FOG15076	HOG10863					ncr|Q7S240	tre|G0R907																												
FOG15077	HOG10864					ncr|Q7RZ79																													
FOG15078	HOG10865							ang|A2QKT6																											
FOG15079	HOG10866					ncr|V5IKX6																													
FOG15080	HOG10867					ncr|Q7S578																													
FOG15081	HOG10868		rgm|A0A0P9EJ72	sai|UPI00086792EB	spo|O94527			ang|A2Q8Q4	lst|A0A1E3PYA0																										
FOG15082	HOG10869					ncr|U9W2V6	tre|G0RF97																												
FOG15083	HOG10870				spo|O60157	ncr|Q9P3K9;ncr|V5IN20	tre|G0RS91	ang|A2RAG4	lst|A0A1E3Q5W0	yli|Q6C3P4	arx|A0A060T8B4	nfu|A0A1E3PPQ3	aru|A0A1D2VH90	pta|A0A1E4TR95	ppa|C4QYI6	kcp|W6MRK5				pme|A0A1E3NS20	pku|A0A099NR81;pku|A0A099NRD0;pku|A0A099P330;pku|A0A099P3S9		mbi|A0A1A0H6M9	mgu|A5DB84	dha|B5RTI3	pic|A3GFJ9	spa|G3ADZ0	wan|A0A1E3NVI3				lth|C5DJV9	zro|C5DSV7	sce|Q08282	vpo|A7TNF3
FOG15084	HOG10871																															lth|C5DC30	zro|C5DWT3	sce|P25653	
FOG15085	HOG10872							ang|A2QYN0																											
FOG15086	HOG10873																															lth|lth_AYbRAH_00072		sce|Q8TGP4	
FOG15087	HOG10874					ncr|V5IMX7																													
FOG15088	HOG10875					ncr|Q7S025																													
FOG15089	HOG10876									yli|Q6CEI2																									
FOG15090	HOG10877					ncr|Q7SGW7																													
FOG15091	HOG10878				spo|C6Y4C8																														
FOG15092	HOG10879																															lth|C5DG31	zro|C5DV64		vpo|A7TRJ8
FOG15093	HOG10880				spo|A6X972																														
FOG15094	HOG10881					ncr|Q7S1U4																													
FOG15095	HOG10882																															lth|lth_AYbRAH_00205		sce|Q03879	
FOG15096	HOG10883					ncr|Q7S1K5																													
FOG15097	HOG10884					ncr|F5HFA2		ang|A2QLE3																											
FOG15098	HOG10885						tre|G0RCF7																												
FOG15099	HOG10886		rgm|A0A0P9EXZ3	sai|UPI000866FF58	spo|O14290	ncr|Q7SG21	tre|G0RMS0	ang|A2QAU7	lst|A0A1E3Q5D9	yli|Q6C4K4	arx|A0A060SW03	nfu|A0A1E3PHS3;nfu|A0A1E3PIZ8	aru|A0A1D2VQH6	pta|A0A1E4TSG3	ppa|C4QZG4	kcp|W6MSB2	car|A0A1E4SXV3	opm|W1QHX5	dbx|Dekbr2_8118	pme|A0A1E3NTU2	pku|A0A099NVD5	bin|A0A1E3QZF3	mbi|A0A1A0HEH5	mgu|A5DBS2	dha|Q6BS63	pic|A3LUK6	spa|G3ALC9	wan|A0A1E3PB69	cut|A0A1E4S2F3		kla|Q6CWL9	lth|C5DFF5	zro|C5DS01	sce|Q07451	vpo|A7TGE5
FOG15100	HOG10887							ang|A2QR03																											
FOG15101	HOG10888																															lth|lth_AYbRAH_00917		sce|Q08300	
FOG15102	HOG10889			sai|sai_AYbRAH_00016	spo|spo_AYbRAH_00006															pme|pme_AYbRAH_00130					dha|dha_AYbRAH_00077	pic|pic_AYbRAH_00251	spa|spa_AYbRAH_00128					lth|lth_AYbRAH_00436		sce|P25614	
FOG15103	HOG10890						tre|G0RLW3																												
FOG15104	HOG10891																														kla|Q6CY72	lth|C5DNI4	zro|C5DNZ7		
FOG15105	HOG10892							ang|A2QWP1																											
FOG15106	HOG10893		rgm|A0A194S307	sai|UPI000867DC24	spo|Q09839	ncr|V5INP2;ncr|V5IQD2	tre|G0RX45	ang|A2QRC3	lst|A0A1E3QG10	yli|Q6C666	arx|A0A060T3R4	nfu|A0A1E3PLN3	aru|A0A1D2VQQ1	pta|A0A1E4TZN8	ppa|C4QZN5	kcp|W6MMI4	car|A0A1E4SSP6	opm|W1QLU3	dbx|Dekbr2_169534	pme|A0A1E3NDW4	pku|A0A099P4S8	bin|A0A1E3QNU5	mbi|A0A1A0HEZ7	mgu|A5DBW4	dha|Q6BX20	pic|A3LRD6	spa|G3AFC0	wan|A0A1E3PBV5	cut|A0A1E4S8S2	hva|A0A1B7TJU2	kla|Q6CX50	lth|C5E3I7	zro|C5E483	sce|P23060	vpo|A7TMT4
FOG15107	HOG10894		rgm|A0A194SA90;rgm|A0A194SB53	sai|UPI0008677AFE		ncr|Q1K7Z0	tre|G0RR26	ang|A2QNU9																											
FOG15108	HOG10895									yli|Q6C2S0																									
FOG15109	HOG10896							ang|A2QG51																											
FOG15110	HOG10897					ncr|Q7RZ56	tre|G0RCB0																												
FOG15111	HOG10898					ncr|Q7S4Y2																													
FOG15112	HOG10899																							mgu|A5DG30											
FOG15113	HOG10900		rgm|A0A194SAY6	sai|UPI00086802DA	spo|Q10198	ncr|Q96U60	tre|G0RBA9	ang|A2R7M0	lst|A0A1E3Q8U1	yli|Q6CEY7	arx|A0A060T258	nfu|A0A1E3PPR7		pta|A0A1E4U2X0	ppa|C4QXR3	kcp|W6MNG4	car|car_AYbRAH_00128	opm|W1QG40	dbx|Dekbr2_26307	pme|A0A1E3NPB9	pku|A0A099P558	bin|A0A1E3QU34	mbi|A0A1A0HB61	mgu|A5DQ85	dha|Q6BPZ9	pic|pic_AYbRAH_00069	spa|G3AI82	wan|A0A1E3PB16	cut|A0A1E4S7E2		kla|Q6CNF3	lth|C5DH42	zro|C5E0Q0	sce|P40460	vpo|A7TQ22
FOG15114	HOG10901		rgm|A0A194SCC7	sai|UPI000867DC83		ncr|Q7S9K7	tre|G0RA50	ang|A2QRC8	lst|A0A1E3QDW4	yli|Q6CGI4	arx|A0A060T388	nfu|A0A1E3PN06	aru|A0A1D2VQH2	pta|A0A1E4U3N7	ppa|C4R5S5	kcp|W6MSL8	car|A0A1E4T7A7	opm|W1QF47	dbx|Dekbr2_23523;dbx|Dekbr2_4730	pme|A0A1E3NRX7	pku|A0A099NYJ6	bin|A0A1E3QS04	mbi|A0A1A0HAK2	mgu|A5DJB3	dha|B5RU00	pic|A3LXM7;pic|A3LXM8	spa|G3AUN6	wan|A0A1E3P637	cut|A0A1E4S4N4		kla|Q6CQH1	lth|C5DMT2	zro|C5DYM3	sce|P89102	vpo|A7TRG2
FOG15115	HOG10902		rgm|A0A0P9EP18	sai|UPI0008670CEE;sai|UPI000867584E	spo|Q9USN0	ncr|Q7RX94	tre|G0RRX6	ang|A2QIN2	lst|A0A1E3Q9W0	yli|Q6CAB8	arx|A0A060SXP5	nfu|A0A1E3PGT9	aru|A0A1D2VP92	pta|A0A1E4TZX8	ppa|C4R323	kcp|W6MPH0	car|A0A1E4T9A7	opm|opm_AYbRAH_00054	dbx|Dekbr2_26943	pme|A0A1E3NKB9	pku|A0A099NVB7	bin|A0A1E3QSB5	mbi|A0A1A0H5Z4	mgu|A5DIB2	dha|Q6BH65	pic|A3LNN8	spa|G3ASR5	wan|A0A1E3P152	cut|A0A1E4RX10	hva|A0A1B7TDN2	kla|Q6CN76	lth|C5DL32	zro|C5DPY4	sce|P30777	vpo|A7TJJ4
FOG15116	HOG10903		rgm|A0A0N8Q004	sai|UPI000867536F	spo|O74733	ncr|Q7SEY2	tre|G0RTI2	ang|A2R919	lst|A0A1E3QAR1	yli|Q6C740	arx|A0A060TES3	nfu|A0A1E3PEB4	aru|A0A1D2VDL2	pta|A0A1E4U209	ppa|C4QVH3	kcp|W6MLQ2	car|A0A1E4SZN5	opm|W1QEU2	dbx|Dekbr2_47120	pme|A0A1E3NNB6	pku|A0A099P8C5;pku|A0A099P8U1	bin|A0A1E3QUR7	mbi|A0A1A0HDZ6	mgu|A5DMS9	dha|Q6BHK3	pic|A3GGN7	spa|G3AH14	wan|A0A1E3NXS1	cut|A0A1E4RWP8		kla|Q6CTT2	lth|C5DM49	zro|C5DU46	sce|Q06632	vpo|A7TFR7
FOG15117	HOG10904			sai|UPI000866A3A0	spo|O14116	ncr|Q7S4P7	tre|G0RHV9	ang|A2R733	lst|A0A1E3QB78	yli|Q6CAA7	arx|A0A060TDW7	nfu|A0A1E3PIW1	aru|A0A1D2VRH5	pta|A0A1E4TZU9	ppa|C4R8I7	kcp|W6MJ06	car|A0A1E4SZS2	opm|W1QEU5	dbx|Dekbr2_78650	pme|A0A1E3NNB9	pku|A0A099P5Y2	bin|A0A1E3QUV9	mbi|A0A1A0HKK3	mgu|A5DMS0	dha|Q6BHL5	pic|A3LTK3	spa|G3AH41	wan|A0A1E3P0T8	cut|A0A1E4SAL5	hva|A0A1B7TEB0	kla|Q6CJ43	lth|C5DHC0	zro|C5DPX4	sce|P52918	vpo|A7TS04
FOG15118	HOG10905																														kla|Q6CJL9	lth|C5DI21	zro|C5DQ67	sce|Q3E842	vpo|A7TSC9
FOG15119	HOG10906																										spa|G3ALV9								
FOG15120	HOG10907							ang|A2QSN1																											
FOG15121	HOG10908																															lth|lth_AYbRAH_00352		sce|Q12169	
FOG15122	HOG10909																																	sce|P40440	
FOG15123	HOG10910							ang|A5AAM3																											
FOG15124	HOG10911					ncr|Q7S609		ang|A2QUV4																											
FOG15125	HOG10912					ncr|Q7RX90																													
FOG15126	HOG10913							ang|A2Q8T1																											
FOG15127	HOG10914							ang|A2QAJ9																											
FOG15128	HOG10915			sai|UPI000618DAE8		ncr|Q7S6R4	tre|G0RID7	ang|A2R8E1	lst|A0A1E3Q4X4	yli|Q6CAL3	arx|A0A060T4G5	nfu|A0A1E3PL78	aru|A0A1D2VN37	pta|A0A1E4TYS7	ppa|C4R1M7	kcp|W6MJN0	car|A0A1E4T3V2	opm|W1QJG7	dbx|Dekbr2_187328	pme|A0A1E3NM35	pku|A0A099NZ44	bin|A0A1E3QQ15	mbi|A0A1A0GZ31	mgu|A5D9U1	dha|Q6BXR8	pic|A3LQT3	spa|G3AI20	wan|A0A1E3P5G9	cut|A0A1E4S429		kla|Q6CPI2	lth|C5DJ99	zro|C5DVX1	sce|P53275	vpo|A7TRD6
FOG15129	HOG10916					ncr|Q7SCP0																													
FOG15130	HOG10917						tre|G0RLR9																												
FOG15131	HOG10918					ncr|Q7SFY5	tre|G0RMV1																												
FOG15132	HOG10919						tre|G0RCU5																												
FOG15133	HOG10920		rgm|A0A194SBZ7	sai|UPI000867D778	spo|O14354	ncr|Q7S6S2	tre|G0RIF0	ang|A2R8A0	lst|A0A1E3Q3B0	yli|Q6C6V8	arx|A0A060T9C8	nfu|A0A1E3PS29	aru|A0A1D2VBN2;aru|A0A1D2VHN0	pta|A0A1E4TSP8		kcp|W6MT01	car|A0A1E4T606	opm|W1Q8N9	dbx|Dekbr2_48637	pme|A0A1E3NP38	pku|A0A099P0G2	bin|A0A1E3QP03	mbi|A0A1A0HIV6	mgu|A5DL27	dha|Q6BN05	pic|A3LRA7	spa|G3AF93	wan|A0A1E3NZL8	cut|A0A1E4S084		kla|Q00970	lth|C5DFR5	zro|C5DRJ3	sce|P32787	vpo|A7TPV7
FOG15134	HOG10921					ncr|Q7S6Z6																													
FOG15135	HOG10922						tre|G0RU38	ang|A2Q9A8																											
FOG15136	HOG10923																															lth|lth_AYbRAH_00567		sce|P33419	
FOG15137	HOG10924							ang|A2R238																											
FOG15138	HOG10925				spo|Q9P3W4																														
FOG15139	HOG10926		rgm|A0A0P9ISV5	sai|UPI000618F1CD	spo|P78813	ncr|Q7SEF2	tre|G0RKP0	ang|A2QP51	lst|A0A1E3QFA1	yli|Q6C975	arx|A0A060T2D5	nfu|A0A1E3PKV8	aru|A0A1D2VA78	pta|A0A1E4TV76	ppa|C4QZ77	kcp|W6MRE7	car|A0A1E4T413	opm|W1QJD3	dbx|Dekbr2_30208	pme|A0A1E3NM56	pku|A0A099P138	bin|A0A1E3QZE7	mbi|A0A1A0HF35	mgu|A5DBS9	dha|Q6BWY2	pic|A3LUL4	spa|G3AMA3	wan|A0A1E3NUH2	cut|A0A1E4S9C9	hva|A0A1B7TC31	kla|Q6CWF2	lth|C5DFP8	zro|C5DS88	sce|P47160	vpo|A7TNN9
FOG15140	HOG10927					ncr|Q7RYU5;ncr|Q7RYU6																													
FOG15141	HOG10928														ppa|C4QVW2	kcp|W6MMW3	car|A0A1E4T3Y6	opm|W1QK09	dbx|Dekbr2_39843	pme|A0A1E3NM98															
FOG15142	HOG10929					ncr|V5IP89		ang|E2PSY2																											
FOG15143	HOG10930					ncr|Q1K6M0	tre|G0R7W2		lst|A0A1E3QAP8	yli|Q6C337	arx|A0A060T8W7																								
FOG15144	HOG10931																															lth|lth_AYbRAH_00861		sce|Q03373	
FOG15145	HOG10932		rgm|A0A194S6U5	sai|UPI000618F564	spo|P53693	ncr|Q1K598	tre|G0RLQ4	ang|A2R466	lst|A0A1E3Q6Z3																dha|dha_AYbRAH_00094			wan|A0A1E3NZA8							
FOG15146	HOG10933					ncr|Q1K650	tre|G0RA27																												
FOG15147	HOG10934		rgm|A0A194S0D5	sai|UPI000618EBD0	spo|Q9US05	ncr|Q7S6P8	tre|G0RIP6	ang|A2QX54	lst|A0A1E3QEM1	yli|Q6C9G2	arx|A0A060TI04	nfu|A0A1E3PM96	aru|A0A1D2VPP1	pta|A0A1E4TV74	ppa|C4R447	kcp|W6MLX9	car|A0A1E4T8C5	opm|W1Q771	dbx|Dekbr2_24688	pme|A0A1E3NP09	pku|A0A099P1F3	bin|A0A1E3QIL7	mbi|A0A1A0HBS9	mgu|A5DR15	dha|Q6BXX1	pic|A3GIA8	spa|G3AIC6	wan|A0A1E3P067	cut|A0A1E4SA70		kla|Q6CTS8	lth|C5DM52	zro|C5DU43	sce|Q06631	vpo|A7TJC8
FOG15148	HOG10935					ncr|Q7SHK2																													
FOG15149	HOG10936					ncr|Q7SCZ5	tre|G0RCH1	ang|A2QEY5																											
FOG15150	HOG10937							ang|A2QDU8																											
FOG15151	HOG10938							ang|A2RA05																											
FOG15152	HOG10939						tre|G0RWB0	ang|A2QQX4																											
FOG15153	HOG10940					ncr|Q1K912																													
FOG15154	HOG10941																						mbi|A0A1A0HG80		dha|Q6BZD2	pic|A3GFW5	spa|G3AGK3								
FOG15155	HOG10942							ang|A2R2V0																											
FOG15156	HOG10943					ncr|Q7SG26	tre|G0RQK5																												
FOG15157	HOG10944																						mbi|A0A1A0HAB4	mgu|A5DAA3	dha|Q6BZ53	pic|A3LSB4	spa|G3AVT7								
FOG15158	HOG10945											nfu|A0A1E3PKP6		pta|A0A1E4TXX5	ppa|C4R410	kcp|W6MWA4	car|A0A1E4SWI1	opm|W1QF34				bin|A0A1E3QXI4						wan|A0A1E3NY15	cut|A0A1E4S340						
FOG15159	HOG10946				spo|O94577																														
FOG15160	HOG10947												aru|A0A1D2VIV2	pta|A0A1E4TS74	ppa|C4QY30	kcp|W6MH85	car|A0A1E4SU03;car|A0A1E4SU12;car|A0A1E4T5L5	opm|W1QKY6	dbx|Dekbr2_18707	pme|A0A1E3NI71	pku|A0A099P551	bin|A0A1E3QYD8	mbi|A0A1A0H7K3	mgu|A5DK86	dha|Q6BX88	pic|A3LRR1	spa|G3ALG8	wan|A0A1E3PB79	cut|A0A1E4RV43	hva|A0A1B7TJ44	kla|Q6CXN7	lth|C5DKH4	zro|C5E171	sce|P36003	vpo|A7TGR3
FOG15161	HOG10948					ncr|Q7S081			lst|A0A1E3Q247;lst|A0A1E3Q8L0;lst|A0A1E3QGP7																										
FOG15162	HOG10949					ncr|Q7RY08																													
FOG15163	HOG10950																										spa|G3AK36								
FOG15164	HOG10951																															lth|lth_AYbRAH_00167		sce|Q12506	
FOG15165	HOG10952																															lth|lth_AYbRAH_00653		sce|P47091	
FOG15166	HOG10953																																		vpo|A7TR70
FOG15167	HOG10954																														kla|B5FV92		zro|C5DWZ0		
FOG15168	HOG10955																															lth|lth_AYbRAH_00122		sce|Q3E7B4	
FOG15169	HOG10956				spo|O94470																														
FOG15170	HOG10957					ncr|V5IN81	tre|G0RV38			yli|Q6C7X5																									
FOG15171	HOG10958																															lth|lth_AYbRAH_00812		sce|Q08245	
FOG15172	HOG10959																															lth|lth_AYbRAH_00838		sce|P40057	
FOG15173	HOG10960			sai|UPI000618E1F2;sai|UPI000867D1A0		ncr|Q7SFM5	tre|G0RRD9	ang|A5ABN3	lst|A0A1E3PYM6	yli|Q6C9C7	arx|A0A060T5A5	nfu|A0A1E3PL87	aru|A0A1D2VII0	pta|A0A1E4U2G4	ppa|ppa_AYbRAH_00036	kcp|W6MQP9	car|A0A1E4SU84		dbx|Dekbr2_31393	pme|A0A1E3NNT2	pku|pku_AYbRAH_00082;pku|pku_AYbRAH_00258	bin|A0A1E3QQ39	mbi|A0A1A0HBT3	mgu|A5DA21	dha|Q6BQR1	pic|A3GF43	spa|G3AEE6	wan|A0A1E3P6D5	cut|A0A1E4RYU3		kla|Q6CPJ2	lth|C5DBM4	zro|C5DWP3	sce|Q6Q560	vpo|A7TNM1
FOG15174	HOG10961																															lth|lth_AYbRAH_00460;lth|lth_AYbRAH_01001		sce|P40569;sce|Q07928	
FOG15175	HOG10962		rgm|A0A0P9FAK1				tre|G0RT50	ang|A2R6D1																											
FOG15176	HOG10963					ncr|Q7SCH3		ang|A2QBK1																											
FOG15177	HOG10964					ncr|Q7RW99																													
FOG15178	HOG10965				spo|Q9P7D5																														
FOG15179	HOG10966					ncr|Q1K612	tre|G0RNT2																												
FOG15180	HOG10967					ncr|Q7S8D0																													
FOG15181	HOG10968														ppa|C4R4M4																				
FOG15182	HOG10969																															lth|C5DKT5			
FOG15183	HOG10970					ncr|Q7S0H6																													
FOG15184	HOG10971																																		vpo|A7THI8
FOG15185	HOG10972							ang|A2QGF9	lst|lst_AYbRAH_00464																										
FOG15186	HOG10973							ang|A2R1K4																											
FOG15187	HOG10974					ncr|Q7S4R2	tre|G0RWA5																												
FOG15188	HOG10975							ang|A2R0R5																											
FOG15189	HOG10976														ppa|C4R683																				
FOG15190	HOG10977		rgm|A0A194S5Y7	sai|UPI0008675C31;sai|UPI000867916C	spo|Q9UTQ8	ncr|Q7SGG6	tre|G0RDB6	ang|A2R8X9	lst|A0A1E3PWC3	yli|Q6C2T7	arx|A0A060TGP4	nfu|A0A1E3PE86	aru|A0A1D2VPX2	pta|A0A1E4TZ08	ppa|C4R527	kcp|W6MLJ2	car|A0A1E4SU86	opm|W1QKL2	dbx|Dekbr2_8452	pme|A0A1E3NHD0	pku|A0A099P1Y4	bin|A0A1E3QKI2	mbi|A0A1A0HKV1	mgu|A5DPA9	dha|Q6BT70	pic|A3LRX1	spa|G3AQ22	wan|A0A1E3NX65	cut|A0A1E4S783	hva|A0A1B7TE52	kla|Q6CLE3	lth|C5DMK9	zro|C5DUY3	sce|P40481	vpo|A7THF5
FOG15191	HOG10978						tre|G0RJA5;tre|G0RLI0																												
FOG15192	HOG10979							ang|A2R512																											
FOG15193	HOG10980							ang|A2R409;ang|A5ABA2;ang|A5ABZ7																											
FOG15194	HOG10981							ang|A2QR53																											
FOG15195	HOG10982		rgm|A0A194S7B1	sai|UPI000867A6C3	spo|O13923	ncr|Q7RXM4	tre|G0RD76	ang|A2QBU0	lst|A0A1E3QEL8	yli|Q6CGG9	arx|A0A060TAF2	nfu|A0A1E3PRL2	aru|A0A1D2VPF0	pta|A0A1E4TPQ5	ppa|C4R154	kcp|W6MF27	car|A0A1E4SZ25	opm|W1QF89	dbx|Dekbr2_7698	pme|A0A1E3NFM9	pku|A0A099P2Q9	bin|A0A1E3QI20	mbi|A0A1A0HDX1	mgu|A5DN40	dha|Q6BSC1	pic|pic_AYbRAH_00481	spa|G3AVI7	wan|A0A1E3PB29	cut|A0A1E4RUX3	hva|A0A1B7T7M0	kla|Q6CSA8	lth|C5DFK4	zro|C5DS49	sce|Q06440	vpo|A7TNR0
FOG15196	HOG10983							ang|A2QBF0																											
FOG15197	HOG10984							ang|A2R026																											
FOG15198	HOG10985							ang|A2QA74																											
FOG15199	HOG10986						tre|G0RHB5;tre|G0RVW1	ang|A2R910																											
FOG15200	HOG10987							ang|A2R8D1																											
FOG15201	HOG10988										arx|A0A060SYU7;arx|A0A060TEA5													mgu|A5DMK1	dha|Q6BVL3;dha|Q6BVL4										
FOG15202	HOG10989		rgm|A0A194SAW3	sai|UPI000618EC3E	spo|Q09915	ncr|Q8NIV6	tre|G0RE28	ang|A2QXY9	lst|A0A1E3PX56	yli|W0TYP5	arx|A0A060TA59	nfu|A0A1E3PFS8	aru|A0A1D2VMT2	pta|A0A1E4TT69	ppa|C4R7H2	kcp|W6MM21	car|A0A1E4T763	opm|W1QBG7	dbx|Dekbr2_34269	pme|A0A1E3NEW8;pme|A0A1E3NEX9	pku|A0A099P015	bin|A0A1E3QQ53	mbi|A0A1A0H8F3	mgu|A5DRB8	dha|Q6BVE1	pic|A3LY60	spa|G3AVK6	wan|A0A1E3P5P1	cut|A0A1E4S4J4	hva|A0A1B7THW6	kla|Q6CVK3	lth|C5DJ72	zro|C5DT87	sce|P23615	vpo|A7TEY7
FOG15203	HOG10990																				pku|A0A099NJG4											lth|lth_AYbRAH_00829		sce|Q06235	
FOG15204	HOG10991					ncr|Q7RZG4																													
FOG15205	HOG10992					ncr|Q7RZL1																													
FOG15206	HOG10993																																zro|C5DZB5		vpo|A7THH9
FOG15207	HOG10994					ncr|Q7SEX4																													
FOG15208	HOG10995																															lth|lth_AYbRAH_00994		sce|P50083	
FOG15209	HOG10996					ncr|Q7RZL4	tre|G0R7E3																												
